,Actual Arr Time (Local),Actual Arr Time (UTC),Actual Dep Time (Local),Actual Dep Time (UTC),Actual Duration,Aircraft,Airline,Arr Airport,Arr City,Arr Connect,Arr Country,Arr Delay,Arr Lat,Arr Long,Arr Name,Arr Timezone,Class,Date,Dep Airport,Dep City,Dep Country,Dep Delay,Dep Lat,Dep Long,Dep Name,Dep Timezone,Distance,Domestic/International,Duration,Flight,Registration,Scheduled Arr Time (Local),Scheduled Arr Time (UTC),Scheduled Dep Time (Local),Scheduled Dep Time (UTC),Scheduled Duration,Seat,Timing Data,Unnamed: 18,Last flight arrival (UTC),Time since last flight
133,2020-01-19 18:23:00,2020-01-19 10:23:00,2020-01-19 16:55:00,2020-01-19 08:55:00,01:28:00,B738,Air China,HRB,Harbin,,China,-47.0,45.62340164,126.25,Taiping Airport,Asia/Shanghai,Economy,2020-01-19 00:00:00,PEK,Beijing,China,0.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,621.6384210777456,Domestic,88.0,CA1611,B1218,2020-01-19 19:10:00,2020-01-19 11:10:00,2020-01-19 16:55:00,2020-01-19 08:55:00,,,Flightradar24,,2020-01-19 06:27:00,0 days 02:28:00
134,2020-01-22 14:01:00,2020-01-22 06:01:00,2020-01-22 12:12:00,2020-01-22 04:12:00,01:49:00,A333,Air China,PEK,Beijing,,China,-4.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2020-01-22 00:00:00,HRB,Harbin,China,22.0,45.62340164,126.25,Taiping Airport,Asia/Shanghai,621.6384210777456,Domestic,109.0,CA1644,B5977,2020-01-22 14:05:00,2020-01-22 06:05:00,2020-01-22 11:50:00,2020-01-22 03:50:00,,,Flightradar24,,2020-01-19 10:23:00,2 days 17:49:00
135,2020-01-26 12:23:00,2020-01-26 20:23:00,2020-01-26 17:33:00,2020-01-26 09:33:00,10:50:00,B772,United,SFO,San Francisco,1.0,United States,-32.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Lie-flat Business,2020-01-26 00:00:00,PEK,Beijing,China,8.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,5913.185592982679,International,650.0,UA889,N796UA,2020-01-26 12:55:00,2020-01-26 20:55:00,2020-01-26 17:25:00,2020-01-26 09:25:00,,,Flightradar24,,2020-01-22 06:01:00,4 days 03:32:00
136,2020-01-27 04:51:00,2020-01-27 09:51:00,2020-01-26 20:50:00,2020-01-27 04:50:00,05:01:00,B752,United,BOS,Boston,,United States,-12.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Lie-flat Business,2020-01-26 00:00:00,SFO,San Francisco,United States,20.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2704.1178149321436,Domestic,301.0,UA1213,N48127,2020-01-27 05:03:00,2020-01-27 10:03:00,2020-01-26 20:30:00,2020-01-27 04:30:00,,,Flightradar24,,2020-01-26 20:23:00,0 days 08:27:00
137,2020-02-19 09:51:00,2020-02-19 14:51:00,2020-02-19 08:35:00,2020-02-19 13:35:00,01:16:00,A321,JetBlue,PHL,Philadelphia,,United States,86.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,Economy,2020-02-19 00:00:00,BOS,Boston,United States,109.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,280.0202052152195,Domestic,76.0,B6159,N903JB,2020-02-19 08:25:00,2020-02-19 13:25:00,2020-02-19 06:46:00,2020-02-19 11:46:00,,,Flightradar24,,2020-01-26 09:51:00,24 days 03:44:00
138,2020-02-19 16:22:00,2020-02-19 21:22:00,2020-02-19 15:37:00,2020-02-19 20:37:00,00:45:00,E190,JetBlue,BOS,Boston,,United States,-26.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2020-02-19 00:00:00,PHL,Philadelphia,United States,9.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,280.0202052152195,Domestic,45.0,B6660,N192JB,2020-02-19 16:48:00,2020-02-19 21:48:00,2020-02-19 15:28:00,2020-02-19 20:28:00,,,Flightradar24,,2020-02-19 14:51:00,0 days 05:46:00
139,2020-03-15 14:31:00,2020-03-15 18:31:00,2020-03-15 12:39:00,2020-03-15 16:39:00,01:52:00,A321,Delta,DTW,Detroit,,United States,-29.0,42.21239853,-83.35340118,Detroit Metropolitan Wayne County Airport,America/Detroit,Recliner First,2020-03-15 00:00:00,BOS,Boston,United States,-8.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,632.3510396011229,Domestic,112.0,DL2667,N350DN,2020-03-15 15:00:00,2020-03-15 19:00:00,2020-03-15 12:47:00,2020-03-15 16:47:00,,,Flightradar24,,2020-02-19 21:22:00,24 days 19:17:00
140,2020-05-20 17:16:00,2020-05-20 21:16:00,2020-05-20 16:02:00,2020-05-20 20:02:00,01:14:00,E170,United,EWR,Newark,1.0,United States,-24.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2020-05-20 00:00:00,DTW,Detroit,United States,9.0,42.21239853,-83.35340118,Detroit Metropolitan Wayne County Airport,America/Detroit,488.00479075085315,Domestic,74.0,UA3501,N857RW,2020-05-20 17:40:00,2020-05-20 21:40:00,2020-05-20 15:53:00,2020-05-20 19:53:00,,,Flightradar24,,2020-03-15 18:31:00,66 days 01:31:00
141,2020-05-20 19:15:00,2020-05-20 23:15:00,2020-05-20 18:40:00,2020-05-20 22:40:00,00:35:00,E75L,United,BOS,Boston,,United States,-33.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Recliner First,2020-05-20 00:00:00,EWR,Newark,United States,10.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,35.0,UA3418,N747YX,2020-05-20 19:48:00,2020-05-20 23:48:00,2020-05-20 18:30:00,2020-05-20 22:30:00,,,Flightradar24,,2020-05-20 21:16:00,0 days 01:24:00
142,2020-05-21 15:54:00,2020-05-21 20:54:00,2020-05-21 14:38:00,2020-05-21 18:38:00,02:15:00,E170,United,ORD,Chicago,1.0,United States,-32.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,Economy,2020-05-21 00:00:00,BOS,Boston,United States,8.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,866.6496709504705,Domestic,135.0,UA3412,N635RW,2020-05-21 16:26:00,2020-05-21 21:26:00,2020-05-21 14:30:00,2020-05-21 18:30:00,,,Flightradar24,,2020-05-20 23:15:00,0 days 19:23:00
143,2020-05-21 19:41:00,2020-05-22 02:41:00,2020-05-21 17:54:00,2020-05-21 22:54:00,03:47:00,B738,United,LAX,Los Angeles,,United States,-39.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,Recliner First,2020-05-21 00:00:00,ORD,Chicago,United States,9.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,1744.5730628257459,Domestic,227.0,UA1434,N79521,2020-05-21 20:20:00,2020-05-22 03:20:00,2020-05-21 17:45:00,2020-05-21 22:45:00,,,Flightradar24,,2020-05-21 20:54:00,0 days 02:00:00
144,2020-07-05 16:43:00,2020-07-05 20:43:00,2020-07-05 09:11:00,2020-07-05 16:11:00,04:32:00,B78X,United,EWR,Newark,1.0,United States,-22.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Lie-flat Business,2020-07-05 00:00:00,LAX,Los Angeles,United States,11.0,33.94250107,-118.4079971,Los Angeles International Airport,America/Los_Angeles,2454.2098283509754,Domestic,272.0,UA2304,N14001,2020-07-05 17:05:00,2020-07-05 21:05:00,2020-07-05 09:00:00,2020-07-05 16:00:00,,,Flightradar24,,2020-05-22 02:41:00,44 days 13:30:00
145,2020-07-05 19:45:00,2020-07-05 23:45:00,2020-07-05 18:58:00,2020-07-05 22:58:00,00:47:00,E75L,United,BOS,Boston,,United States,-25.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Recliner First,2020-07-05 00:00:00,EWR,Newark,United States,3.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,47.0,UA3423,N750YX,2020-07-05 20:10:00,2020-07-06 00:10:00,2020-07-05 18:55:00,2020-07-05 22:55:00,,,Flightradar24,,2020-07-05 20:43:00,0 days 02:15:00
146,2020-08-23 09:40:00,2020-08-23 15:40:00,2020-08-23 07:53:00,2020-08-23 11:53:00,03:47:00,B738,United,DEN,Denver,1.0,United States,-38.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,Recliner First,2020-08-23 00:00:00,BOS,Boston,United States,3.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,1754.048050040356,Domestic,227.0,UA647,N33284,2020-08-23 10:18:00,2020-08-23 16:18:00,2020-08-23 07:50:00,2020-08-23 11:50:00,,,Flightradar24,,2020-07-05 23:45:00,48 days 12:08:00
147,2020-08-23 14:50:00,2020-08-23 22:50:00,2020-08-23 11:38:00,2020-08-23 17:38:00,05:12:00,B738,United,ANC,Anchorage,,United States,-6.0,61.17440033,-149.9960022,Ted Stevens Anchorage International Airport,America/Anchorage,Economy,2020-08-23 00:00:00,DEN,Denver,United States,13.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,2405.320211115863,Domestic,312.0,UA2451,N77536,2020-08-23 14:56:00,2020-08-23 22:56:00,2020-08-23 11:25:00,2020-08-23 17:25:00,,,Flightradar24,,2020-08-23 15:40:00,0 days 01:58:00
148,2020-08-29 10:43:00,2020-08-29 16:43:00,2020-08-29 04:15:00,2020-08-29 12:15:00,04:28:00,B738,United,DEN,Denver,1.0,United States,232.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,Economy,2020-08-28 00:00:00,ANC,Anchorage,United States,270.0,61.17440033,-149.9960022,Ted Stevens Anchorage International Airport,America/Anchorage,2405.320211115863,Domestic,268.0,UA1104,N73275,2020-08-29 06:51:00,2020-08-29 12:51:00,2020-08-28 23:45:00,2020-08-29 07:45:00,,,Flightradar24,,2020-08-23 22:50:00,5 days 13:25:00
149,2020-08-29 20:04:00,2020-08-30 00:04:00,2020-08-29 14:44:00,2020-08-29 20:44:00,03:20:00,B738,United,BOS,Boston,,United States,13.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2020-08-29 00:00:00,DEN,Denver,United States,53.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,1754.048050040356,Domestic,200.0,UA217,N11206,2020-08-29 19:51:00,2020-08-29 23:51:00,2020-08-29 13:51:00,2020-08-29 19:51:00,,,Flightradar24,,2020-08-28 16:43:00,1 days 04:01:00
150,2020-10-14 11:48:00,2020-10-14 18:48:00,2020-10-14 08:21:00,2020-10-14 12:21:00,06:27:00,B738,United,SFO,San Francisco,,United States,2.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Economy,2020-10-14 00:00:00,BOS,Boston,United States,1.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,2704.1178149321436,Domestic,387.0,UA531,N77537,2020-10-14 11:46:00,2020-10-14 18:46:00,2020-10-14 08:20:00,2020-10-14 12:20:00,,8D,Flightradar24,,2020-08-30 00:04:00,45 days 12:17:00
151,2020-10-15 22:01:00,2020-10-16 03:01:00,2020-10-15 16:41:00,2020-10-15 23:41:00,03:21:00,B738,United,ORD,Chicago,,United States,-31.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,Economy,2020-10-15 00:00:00,SFO,San Francisco,United States,13.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,1846.1201504374196,Domestic,201.0,UA2356,N12221,2020-10-15 22:32:00,2020-10-16 03:32:00,2020-10-15 16:28:00,2020-10-15 23:28:00,,10A,Flightradar24,,2020-10-14 18:48:00,1 days 04:53:00
152,2020-10-17 17:37:00,2020-10-17 21:37:00,2020-10-17 15:00:00,2020-10-17 20:00:00,01:37:00,A319,United,BOS,Boston,,United States,-11.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2020-10-17 00:00:00,ORD,Chicago,United States,40.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,866.6496709504705,Domestic,97.0,UA664,N835UA,2020-10-17 17:48:00,2020-10-17 21:48:00,2020-10-17 14:20:00,2020-10-17 19:20:00,,10A,Flightradar24,,2020-10-16 03:01:00,1 days 16:59:00
153,2020-11-23 07:33:00,2020-11-23 13:33:00,2020-11-23 06:18:00,2020-11-23 11:18:00,02:15:00,B738,United,ORD,Chicago,1.0,United States,-22.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,Economy,2020-11-23 00:00:00,BOS,Boston,United States,8.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,866.6496709504705,Domestic,135.0,UA774,N77535,2020-11-23 07:55:00,2020-11-23 13:55:00,2020-11-23 06:10:00,2020-11-23 11:10:00,,12A,Flightradar24,,2020-10-17 21:37:00,36 days 13:41:00
154,2020-11-23 14:24:00,2020-11-24 00:24:00,2020-11-23 09:30:00,2020-11-23 15:30:00,08:55:00,B763,United,HNL,Honolulu,,United States,-21.0,21.32062,-157.924228,Daniel K Inouye International Airport,Pacific/Honolulu,Lie-flat Business,2020-11-23 00:00:00,ORD,Chicago,United States,20.0,41.9786,-87.9048,Chicago O'Hare International Airport,America/Chicago,4243.524017785757,Domestic,535.0,UA219,N657UA,2020-11-23 14:45:00,2020-11-24 00:45:00,2020-11-23 09:10:00,2020-11-23 15:10:00,,5A,Flightradar24,,2020-11-23 13:33:00,0 days 01:57:00
155,2020-12-01 08:30:00,2020-12-01 14:30:00,2020-11-30 21:11:00,2020-12-01 07:11:00,07:19:00,B763,United,IAH,Houston,1.0,United States,-7.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,Economy,2020-11-30 00:00:00,HNL,Honolulu,United States,11.0,21.32062,-157.924228,Daniel K Inouye International Airport,Pacific/Honolulu,3903.840399535001,Domestic,439.0,UA252,N647UA,2020-12-01 08:37:00,2020-12-01 14:37:00,2020-11-30 21:00:00,2020-12-01 07:00:00,,18L,Flightradar24,,2020-11-24 00:24:00,7 days 06:47:00
156,2020-12-01 14:08:00,2020-12-01 19:08:00,2020-12-01 09:59:00,2020-12-01 15:59:00,03:09:00,B737,United,BOS,Boston,,United States,-25.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2020-12-01 00:00:00,IAH,Houston,United States,6.0,29.9843998,-95.34140015,George Bush Intercontinental Houston Airport,America/Chicago,1597.1069126095613,Domestic,189.0,UA2426,N13718,2020-12-01 14:33:00,2020-12-01 19:33:00,2020-12-01 09:53:00,2020-12-01 15:53:00,,8A,Flightradar24,,2020-11-30 14:30:00,1 days 01:29:00
157,2020-12-18 17:43:00,2020-12-18 22:43:00,2020-12-18 16:48:00,2020-12-18 21:48:00,00:54:00,B738,United,EWR,Newark,1.0,United States,13.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2020-12-18 00:00:00,BOS,Boston,United States,38.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,54.0,UA572,N33289,2020-12-18 17:30:00,2020-12-18 22:30:00,2020-12-18 16:10:00,2020-12-18 21:10:00,,4A,Flightradar24,,2020-12-01 19:08:00,17 days 02:40:00
158,2020-12-19 14:21:00,2020-12-19 18:21:00,2020-12-19 09:45:00,2020-12-19 14:45:00,03:36:00,B738,United,SKB,Basse Terre,,Saint Kitts and Nevis,19.0,17.31119919,-62.71870041,Robert L. Bradshaw International Airport,America/St_Kitts,Economy,2020-12-19 00:00:00,EWR,Newark,United States,63.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,1749.4678557945524,International,216.0,UA1562,N26232,2020-12-19 14:02:00,2020-12-19 18:02:00,2020-12-19 08:42:00,2020-12-19 13:42:00,,34D,Flightradar24,,2020-12-18 22:43:00,0 days 16:02:00
159,2021-01-16 18:29:00,2021-01-16 23:29:00,2021-01-16 15:06:00,2021-01-16 19:06:00,04:23:00,B738,United,EWR,Newark,1.0,United States,-18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2021-01-16 00:00:00,SKB,Basse Terre,Saint Kitts and Nevis,1.0,17.31119919,-62.71870041,Robert L. Bradshaw International Airport,America/St_Kitts,1749.4678557945524,International,263.0,UA815,N76517,2021-01-16 18:47:00,2021-01-16 23:47:00,2021-01-16 15:05:00,2021-01-16 19:05:00,,4F,Flightradar24,,2020-12-19 18:21:00,28 days 00:45:00
160,2021-01-17 19:02:00,2021-01-18 00:02:00,2021-01-17 18:20:00,2021-01-17 23:20:00,00:42:00,B738,United,BOS,Boston,,United States,-25.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Recliner First,2021-01-17 00:00:00,EWR,Newark,United States,5.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,42.0,UA2411,N33284,2021-01-17 19:27:00,2021-01-18 00:27:00,2021-01-17 18:15:00,2021-01-17 23:15:00,,1F,Flightradar24,,2021-01-16 23:29:00,0 days 23:51:00
161,2021-03-12 20:26:00,2021-03-13 00:26:00,2021-03-12 16:06:00,2021-03-12 21:06:00,03:20:00,A321,JetBlue,SJU,San Juan,,Puerto Rico,3.0,18.43939972,-66.00180054,Luis Munoz Marin International Airport,America/Puerto_Rico,Economy,2021-03-12 00:00:00,BOS,Boston,United States,42.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,1674.2380520857243,Domestic,200.0,B6261,N975JT,2021-03-12 20:23:00,2021-03-13 00:23:00,2021-03-12 15:24:00,2021-03-12 20:24:00,,22B,Flightradar24,,2021-01-18 00:02:00,53 days 21:04:00
162,2021-03-16 00:25:00,2021-03-16 04:25:00,2021-03-15 20:42:00,2021-03-16 00:42:00,03:42:00,A321,JetBlue,BOS,Boston,,United States,-5.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2021-03-15 00:00:00,SJU,San Juan,Puerto Rico,17.0,18.43939972,-66.00180054,Luis Munoz Marin International Airport,America/Puerto_Rico,1674.2380520857243,Domestic,222.0,B6262,N907JB,2021-03-16 00:30:00,2021-03-16 04:30:00,2021-03-15 20:25:00,2021-03-16 00:25:00,,31C,Flightradar24,,2021-03-13 00:26:00,3 days 00:16:00
163,2021-04-27 11:42:00,2021-04-27 15:42:00,2021-04-27 08:17:00,2021-04-27 12:17:00,03:24:00,A320,JetBlue,STT,St. Thomas,,Virgin Islands,-25.0,18.33729935,-64.9733963,Cyril E. King Airport,America/St_Thomas,Economy,2021-04-27 00:00:00,BOS,Boston,United States,17.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,1692.8127881685975,Domestic,204.0,B6807,N796JB,2021-04-27 12:07:00,2021-04-27 16:07:00,2021-04-27 08:00:00,2021-04-27 12:00:00,04:07:00,,Flightradar24,,2021-03-15 04:25:00,43 days 07:52:00
164,2021-04-29 19:36:00,2021-04-29 23:36:00,2021-04-29 15:30:00,2021-04-29 19:30:00,04:06:00,B737,United,EWR,Newark,,United States,-14.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2021-04-29 00:00:00,STT,St. Thomas,Virgin Islands,0.0,18.33729935,-64.9733963,Cyril E. King Airport,America/St_Thomas,1634.0361836075033,Domestic,246.0,UA1784,N17719,2021-04-29 19:50:00,2021-04-29 23:50:00,2021-04-29 15:30:00,2021-04-29 19:30:00,04:20:00,,Flightradar24,,2021-04-27 15:42:00,2 days 03:48:00
165,2021-05-04 12:27:00,2021-05-04 18:27:00,2021-05-04 10:35:00,2021-05-04 14:35:00,03:51:00,A319,United,DEN,Denver,1.0,United States,-12.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,Economy,2021-05-04 00:00:00,LGA,New York,United States,20.0,40.77719879,-73.87259674,La Guardia Airport,America/New_York,1619.5173576515988,Domestic,231.0,UA473,N809UA,2021-05-04 12:39:00,2021-05-04 18:39:00,2021-05-04 10:15:00,2021-05-04 14:15:00,04:24:00,,Flightradar24,,2021-04-29 23:36:00,4 days 14:59:00
166,2021-05-04 17:16:00,2021-05-04 23:16:00,2021-05-04 15:53:00,2021-05-04 21:53:00,01:24:00,CRJ2,United,SGU,Saint George,,United States,-11.0,37.036389,-113.510306,St George Municipal Airport,America/Denver,Economy,2021-05-04 00:00:00,DEN,Denver,United States,12.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,517.1519785541739,Domestic,84.0,UA5168,N971SW,2021-05-04 17:27:00,2021-05-04 23:27:00,2021-05-04 15:41:00,2021-05-04 21:41:00,01:46:00,,Flightradar24,,2021-05-04 18:27:00,0 days 03:26:00
167,2021-05-08 13:23:00,2021-05-08 19:23:00,2021-05-08 12:07:00,2021-05-08 18:07:00,01:16:00,CRJ2,United,DEN,Denver,1.0,United States,-10.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,Economy,2021-05-08 00:00:00,SGU,Saint George,United States,16.0,37.036389,-113.510306,St George Municipal Airport,America/Denver,517.1519785541739,Domestic,76.0,UA5154,N868AS,2021-05-08 13:33:00,2021-05-08 19:33:00,2021-05-08 11:51:00,2021-05-08 17:51:00,01:42:00,,Flightradar24,,2021-05-04 23:16:00,3 days 18:51:00
168,2021-05-08 21:58:00,2021-05-09 01:58:00,2021-05-08 16:37:00,2021-05-08 22:37:00,03:21:00,A319,United,BOS,Boston,,United States,-5.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2021-05-08 00:00:00,DEN,Denver,United States,22.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,1754.048050040356,Domestic,201.0,UA215,N892UA,2021-05-08 22:03:00,2021-05-09 02:03:00,2021-05-08 16:15:00,2021-05-08 22:15:00,03:48:00,,Flightradar24,,2021-05-08 19:23:00,0 days 03:14:00
169,2021-05-26 17:30:00,2021-05-26 21:30:00,2021-05-26 16:45:00,2021-05-26 20:45:00,00:45:00,A320,United,EWR,Newark,1.0,United States,-5.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2021-05-26 00:00:00,BOS,Boston,United States,20.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,45.0,UA495,N465UA,2021-05-26 17:35:00,2021-05-26 21:35:00,2021-05-26 16:25:00,2021-05-26 20:25:00,01:10:00,,Flightradar24,,2021-05-09 01:58:00,17 days 18:47:00
170,2021-05-27 16:24:00,2021-05-27 13:24:00,2021-05-27 00:11:00,2021-05-27 04:11:00,09:13:00,B789,Turkish,IST,Istanbul,,Turkey,-26.0,41.275278,28.751944,Istanbul Airport,Europe/Istanbul,Lie-flat Business,2021-05-27 00:00:00,EWR,Newark,United States,6.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,5013.622839241269,International,553.0,TK30,TC-LLF,2021-05-27 16:50:00,2021-05-27 13:50:00,2021-05-27 00:05:00,2021-05-27 04:05:00,09:45:00,,Flightradar24,,2021-05-26 21:30:00,0 days 06:41:00
171,2021-05-31 14:39:00,2021-05-31 11:39:00,2021-05-31 13:37:00,2021-05-31 10:37:00,01:02:00,B738,Turkish,NAV,Nevsehir,,Turkey,-1.0,38.7719,34.5345,Nevşehir Kapadokya Airport,Europe/Istanbul,Economy,2021-05-31 00:00:00,IST,Istanbul,Turkey,7.0,41.275278,28.751944,Istanbul Airport,Europe/Istanbul,351.8970838145081,Domestic,62.0,TK2004,TC-JVF,2021-05-31 14:40:00,2021-05-31 11:40:00,2021-05-31 13:30:00,2021-05-31 10:30:00,01:10:00,,Flightradar24,,2021-05-27 13:24:00,3 days 21:13:00
172,2021-06-03 11:40:00,2021-06-03 08:40:00,2021-06-03 10:39:00,2021-06-03 07:39:00,01:01:00,B738,Turkish,IST,Istanbul,,Turkey,-15.0,41.275278,28.751944,Istanbul Airport,Europe/Istanbul,Economy,2021-06-03 00:00:00,NAV,Nevsehir,Turkey,4.0,38.7719,34.5345,Nevşehir Kapadokya Airport,Europe/Istanbul,351.8970838145081,Domestic,61.0,TK2007,TC-JZF,2021-06-03 11:55:00,2021-06-03 08:55:00,2021-06-03 10:35:00,2021-06-03 07:35:00,01:20:00,,Flightradar24,,2021-05-31 11:39:00,2 days 20:00:00
173,2021-06-04 08:08:00,2021-06-04 06:08:00,2021-06-04 06:35:00,2021-06-04 03:35:00,02:33:00,A321,Lufthansa,FRA,Frankfurt,1.0,Germany,-22.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,Economy,2021-06-04 00:00:00,IST,Istanbul,Turkey,10.0,41.275278,28.751944,Istanbul Airport,Europe/Istanbul,1143.8647565198773,International,153.0,LH1305,D-AISK,2021-06-04 08:30:00,2021-06-04 06:30:00,2021-06-04 06:25:00,2021-06-04 03:25:00,03:05:00,,Flightradar24,,2021-06-03 08:40:00,0 days 18:55:00
174,2021-06-04 12:55:00,2021-06-04 16:55:00,2021-06-04 11:22:00,2021-06-04 09:22:00,07:33:00,B78X,United,EWR,Newark,1.0,United States,-20.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Lie-flat Business,2021-06-04 00:00:00,FRA,Frankfurt,Germany,17.0,50.033333,8.570556,Frankfurt am Main Airport,Europe/Berlin,3869.79723128641,International,453.0,UA961,N13013,2021-06-04 13:15:00,2021-06-04 17:15:00,2021-06-04 11:05:00,2021-06-04 09:05:00,08:10:00,,Flightradar24,,2021-06-04 06:08:00,0 days 03:14:00
175,2021-06-04 18:47:00,2021-06-04 22:47:00,2021-06-04 18:00:00,2021-06-04 22:00:00,00:47:00,E170,United,BOS,Boston,,United States,146.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2021-06-04 00:00:00,EWR,Newark,United States,170.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,47.0,UA3433,N646RW,2021-06-04 16:21:00,2021-06-04 20:21:00,2021-06-04 15:10:00,2021-06-04 19:10:00,01:11:00,,Flightradar24,,2021-06-04 16:55:00,0 days 05:05:00
176,2021-06-06 11:40:00,2021-06-06 17:40:00,2021-06-06 09:56:00,2021-06-06 13:56:00,03:44:00,B738,United,DEN,Denver,,United States,-33.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,Economy,2021-06-06 00:00:00,BOS,Boston,United States,11.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,1754.048050040356,Domestic,224.0,UA267,N27213,2021-06-06 12:13:00,2021-06-06 18:13:00,2021-06-06 09:45:00,2021-06-06 13:45:00,04:28:00,7A,Flightradar24,,2021-06-04 22:47:00,1 days 15:09:00
177,2021-06-09 14:41:00,2021-06-10 00:41:00,2021-06-09 12:00:00,2021-06-09 18:00:00,06:41:00,B772,United,OGG,Kahului,,United States,4.0,20.8986,-156.429993,Kahului Airport,Pacific/Honolulu,Lie-flat Business,2021-06-09 00:00:00,DEN,Denver,United States,20.0,39.86169815,-104.6729965,Denver International Airport,America/Denver,3302.3619967653844,Domestic,401.0,UA1736,N78001,2021-06-09 14:37:00,2021-06-10 00:37:00,2021-06-09 11:40:00,2021-06-09 17:40:00,06:57:00,7L,Flightradar24,,2021-06-06 17:40:00,3 days 00:20:00
