,Actual Arr Time (Local),Actual Arr Time (UTC),Actual Dep Time (Local),Actual Dep Time (UTC),Actual Duration,Aircraft,Airline,Arr Airport,Arr City,Arr Connect,Arr Country,Arr Delay,Arr Lat,Arr Long,Arr Name,Arr Timezone,Class,Date,Dep Airport,Dep City,Dep Country,Dep Delay,Dep Lat,Dep Long,Dep Name,Dep Timezone,Distance,Domestic/International,Duration,Flight,Registration,Scheduled Arr Time (Local),Scheduled Arr Time (UTC),Scheduled Dep Time (Local),Scheduled Dep Time (UTC),Scheduled Duration,Seat,Timing Data,Unnamed: 18,Last flight arrival (UTC),Time since last flight
42,2017-05-31 09:58:00,2017-05-31 13:58:00,2017-05-31 09:06:00,2017-05-31 13:06:00,00:52:00,A320,United,EWR,Newark,1.0,United States,-19.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2017-05-31 00:00:00,BOS,Boston,United States,11.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,52.0,UA700,N458UA,2017-05-31 10:17:00,2017-05-31 14:17:00,2017-05-31 08:55:00,2017-05-31 12:55:00,01:22:00,24A,FlightStats,,2017-04-17 03:04:00,44 days 10:02:00
43,2017-06-01 13:07:00,2017-06-01 05:07:00,2017-05-31 12:09:00,2017-05-31 16:09:00,12:58:00,B772,United,PEK,Beijing,,China,-28.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-05-31 00:00:00,EWR,Newark,United States,24.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,778.0,UA89,N76010,2017-06-01 13:35:00,2017-06-01 05:35:00,2017-05-31 11:45:00,2017-05-31 15:45:00,13:50:00,24A,FlightStats,,2017-05-31 13:58:00,0 days 02:11:00
44,2017-06-08 22:44:00,2017-06-08 14:44:00,2017-06-08 17:49:00,2017-06-08 09:49:00,04:55:00,B738,China Southern,URC,Urumqi,,China,-6.0,43.90710068,87.47419739,Ürümqi Diwopu International Airport,Asia/Shanghai,Economy,2017-06-08 00:00:00,SHA,Shanghai,China,24.0,31.19790077,121.3359985,Shanghai Hongqiao International Airport,Asia/Shanghai,2036.519342960541,Domestic,295.0,CZ6974,B7970,2017-06-08 22:50:00,2017-06-08 14:50:00,2017-06-08 17:25:00,2017-06-08 09:25:00,05:25:00,,FlightStats,,2017-05-31 05:07:00,8 days 04:42:00
45,2017-06-09 10:44:00,2017-06-09 02:44:00,2017-06-09 09:38:00,2017-06-09 01:38:00,01:06:00,B737,China Southern,KJI,Burqin,,China,59.0,48.2223,86.9959,Kanas Airport,Asia/Shanghai,Economy,2017-06-09 00:00:00,URC,Urumqi,China,58.0,43.90710068,87.47419739,Ürümqi Diwopu International Airport,Asia/Shanghai,298.9218989128046,Domestic,66.0,CZ6613,B5239,2017-06-09 09:45:00,2017-06-09 01:45:00,2017-06-09 08:40:00,2017-06-09 00:40:00,01:05:00,,FlightStats,,2017-06-08 14:44:00,0 days 10:54:00
46,2017-06-10 23:21:00,2017-06-10 15:21:00,2017-06-10 22:18:00,2017-06-10 14:18:00,01:03:00,B737,China Southern,URC,Urumqi,,China,11.0,43.90710068,87.47419739,Ürümqi Diwopu International Airport,Asia/Shanghai,Economy,2017-06-10 00:00:00,KJI,Burqin,China,23.0,48.2223,86.9959,Kanas Airport,Asia/Shanghai,298.9218989128046,Domestic,63.0,CZ6620,B5240,2017-06-10 23:10:00,2017-06-10 15:10:00,2017-06-10 21:55:00,2017-06-10 13:55:00,01:15:00,,FlightStats,,2017-06-09 02:44:00,1 days 11:34:00
47,2017-06-15 12:06:00,2017-06-15 04:06:00,2017-06-15 08:32:00,2017-06-15 00:32:00,03:34:00,B738,China Southern,PEK,Beijing,,China,21.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-06-15 00:00:00,URC,Urumqi,China,22.0,43.90710068,87.47419739,Ürümqi Diwopu International Airport,Asia/Shanghai,1513.7554859656573,Domestic,214.0,CZ6911,B1919,2017-06-15 11:45:00,2017-06-15 03:45:00,2017-06-15 08:10:00,2017-06-15 00:10:00,03:35:00,,FlightStats,,2017-06-10 15:21:00,4 days 09:11:00
48,2017-06-24 12:00:00,2017-06-24 03:00:00,2017-06-24 09:23:00,2017-06-24 01:23:00,01:37:00,A320,China Southern,GMP,Seoul,,South Korea,30.0,37.5583,126.791,Gimpo International Airport,Asia/Seoul,Economy,2017-06-24 00:00:00,PEK,Beijing,China,73.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,577.1751449236799,International,97.0,CZ317,B1653,2017-06-24 11:30:00,2017-06-24 02:30:00,2017-06-24 08:10:00,2017-06-24 00:10:00,02:20:00,,FlightStats,,2017-06-15 04:06:00,8 days 21:17:00
49,2017-06-28 12:40:00,2017-06-28 04:40:00,2017-06-28 12:30:00,2017-06-28 03:30:00,01:10:00,A320,China Southern,PEK,Beijing,,China,-55.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-06-28 00:00:00,GMP,Seoul,South Korea,0.0,37.5583,126.791,Gimpo International Airport,Asia/Seoul,577.1751449236799,International,70.0,CZ318,B1802,2017-06-28 13:35:00,2017-06-28 05:35:00,2017-06-28 12:30:00,2017-06-28 03:30:00,02:05:00,,FlightStats,,2017-06-24 03:00:00,4 days 00:30:00
50,2017-07-17 08:40:00,2017-07-17 00:40:00,2017-07-17 07:04:00,2017-07-16 23:04:00,01:36:00,B789,Hainan,PVG,Shanghai,,China,-15.0,31.14340019,121.8050003,Shanghai Pudong International Airport,Asia/Shanghai,Economy,2017-07-17 00:00:00,PEK,Beijing,China,24.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,682.2776987397549,Domestic,96.0,HU7609,B7880,2017-07-17 08:55:00,2017-07-17 00:55:00,2017-07-17 06:40:00,2017-07-16 22:40:00,02:15:00,,FlightStats,,2017-06-28 04:40:00,18 days 18:24:00
51,2017-07-20 01:27:00,2017-07-19 17:27:00,2017-07-19 23:50:00,2017-07-19 15:50:00,01:37:00,B789,Hainan,PEK,Beijing,,China,57.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-07-19 00:00:00,PVG,Shanghai,China,100.0,31.14340019,121.8050003,Shanghai Pudong International Airport,Asia/Shanghai,682.2776987397549,Domestic,97.0,HU7610,B7880,2017-07-20 00:30:00,2017-07-19 16:30:00,2017-07-19 22:10:00,2017-07-19 14:10:00,02:20:00,,FlightStats,,2017-07-17 00:40:00,2 days 15:10:00
52,2017-07-24 12:53:00,2017-07-24 04:53:00,2017-07-24 11:12:00,2017-07-24 03:12:00,01:41:00,A320,China Eastern,WUX,Wuxi,,China,8.0,31.49440002,120.4290009,Sunan Shuofang International Airport,Asia/Shanghai,Economy,2017-07-24 00:00:00,PEK,Beijing,China,42.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,629.9131263505645,Domestic,101.0,MU2949,B6671,2017-07-24 12:45:00,2017-07-24 04:45:00,2017-07-24 10:30:00,2017-07-24 02:30:00,02:15:00,,FlightStats,,2017-07-18 17:27:00,5 days 09:45:00
53,2017-07-25 21:33:00,2017-07-25 13:33:00,2017-07-25 20:00:00,2017-07-25 12:00:00,01:33:00,A320,China Eastern,PEK,Beijing,,China,-22.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-07-25 00:00:00,WUX,Wuxi,China,5.0,31.49440002,120.4290009,Sunan Shuofang International Airport,Asia/Shanghai,629.9131263505645,Domestic,93.0,MU2950,B9927,2017-07-25 21:55:00,2017-07-25 13:55:00,2017-07-25 19:55:00,2017-07-25 11:55:00,02:00:00,,FlightStats,,2017-07-24 04:53:00,1 days 07:07:00
54,2017-08-12 17:28:00,2017-08-12 21:28:00,2017-08-12 16:23:00,2017-08-12 08:23:00,13:05:00,B772,United,EWR,Newark,1.0,United States,18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2017-08-12 00:00:00,PEK,Beijing,China,48.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,6830.922823928072,International,785.0,UA88,N76021,2017-08-12 17:10:00,2017-08-12 21:10:00,2017-08-12 15:35:00,2017-08-12 07:35:00,13:35:00,18A,FlightStats,,2017-07-25 13:33:00,17 days 18:50:00
55,2017-08-12 20:46:00,2017-08-13 00:46:00,2017-08-12 20:01:00,2017-08-13 00:01:00,00:45:00,A320,United,BOS,Boston,,United States,-14.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2017-08-12 00:00:00,EWR,Newark,United States,22.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,45.0,UA276,N481UA,2017-08-12 21:00:00,2017-08-13 01:00:00,2017-08-12 19:39:00,2017-08-12 23:39:00,01:21:00,,FlightStats,,2017-08-12 21:28:00,0 days 02:33:00
56,2017-09-22 07:13:00,2017-09-22 11:13:00,2017-09-22 06:05:00,2017-09-22 10:05:00,01:08:00,B739,United,IAD,Washington,1.0,United States,-16.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,Economy,2017-09-22 00:00:00,BOS,Boston,United States,10.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,412.8361906212218,Domestic,68.0,UA389,N68453,2017-09-22 07:29:00,2017-09-22 11:29:00,2017-09-22 05:55:00,2017-09-22 09:55:00,01:34:00,39F,FlightStats,,2017-08-13 00:46:00,40 days 09:19:00
57,2017-09-22 09:13:00,2017-09-22 13:13:00,2017-09-22 08:40:00,2017-09-22 12:40:00,00:33:00,CRJ7,United,PHL,Philadelphia,,United States,-19.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,Economy,2017-09-22 00:00:00,IAD,Washington,United States,10.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,134.68240659087698,Domestic,33.0,UA6071,N507MJ,2017-09-22 09:32:00,2017-09-22 13:32:00,2017-09-22 08:30:00,2017-09-22 12:30:00,01:02:00,23D,FlightStats,,2017-09-22 11:13:00,0 days 01:27:00
58,2017-09-24 17:54:00,2017-09-24 21:54:00,2017-09-24 17:18:00,2017-09-24 21:18:00,00:36:00,B739,United,BOS,Boston,,United States,-31.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2017-09-24 00:00:00,EWR,Newark,United States,13.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,200.54071928173732,Domestic,36.0,UA1922,N63890,2017-09-24 18:25:00,2017-09-24 22:25:00,2017-09-24 17:05:00,2017-09-24 21:05:00,01:20:00,34A,FlightStats,,2017-09-22 13:13:00,2 days 08:05:00
59,2017-10-07 08:40:00,2017-10-07 12:40:00,2017-10-07 07:54:00,2017-10-07 11:54:00,00:46:00,B753,United,EWR,Newark,1.0,United States,-30.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2017-10-07 00:00:00,BOS,Boston,United States,4.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,46.0,UA1001,N75854,2017-10-07 09:10:00,2017-10-07 13:10:00,2017-10-07 07:50:00,2017-10-07 11:50:00,01:20:00,24F,FlightStats,,2017-09-24 21:54:00,12 days 14:00:00
60,2017-10-08 13:06:00,2017-10-08 05:06:00,2017-10-07 11:51:00,2017-10-07 15:51:00,13:15:00,B772,United,PEK,Beijing,,China,-29.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2017-10-07 00:00:00,EWR,Newark,United States,6.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,795.0,UA89,N78003,2017-10-08 13:35:00,2017-10-08 05:35:00,2017-10-07 11:45:00,2017-10-07 15:45:00,13:50:00,41L,FlightStats,,2017-10-07 12:40:00,0 days 03:11:00
61,2017-10-10 20:16:00,2017-10-11 00:16:00,2017-10-10 19:05:00,2017-10-10 11:05:00,13:11:00,B772,United,IAD,Washington,1.0,United States,26.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,Economy,2017-10-10 00:00:00,PEK,Beijing,China,40.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,6920.750901232862,International,791.0,UA808,N216UA,2017-10-10 19:50:00,2017-10-10 23:50:00,2017-10-10 18:25:00,2017-10-10 10:25:00,13:25:00,41K,FlightStats,,2017-10-07 05:06:00,3 days 05:59:00
62,2017-10-10 23:27:00,2017-10-11 03:27:00,2017-10-10 22:23:00,2017-10-11 02:23:00,01:04:00,B739,United,BOS,Boston,,United States,-30.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2017-10-10 00:00:00,IAD,Washington,United States,3.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,412.8361906212218,Domestic,64.0,UA352,N61886,2017-10-10 23:57:00,2017-10-11 03:57:00,2017-10-10 22:20:00,2017-10-11 02:20:00,01:37:00,32F,FlightStats,,2017-10-11 00:16:00,0 days 02:07:00
63,2017-11-12 09:10:00,2017-11-12 14:10:00,2017-11-12 08:09:00,2017-11-12 13:09:00,01:01:00,A321,American,PHL,Philadelphia,,United States,-30.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,Economy,2017-11-12 00:00:00,BOS,Boston,United States,9.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,280.0202052152195,Domestic,61.0,AA555,N912UY,2017-11-12 09:40:00,2017-11-12 14:40:00,2017-11-12 08:00:00,2017-11-12 13:00:00,01:40:00,,FlightStats,,2017-10-11 03:27:00,32 days 09:42:00
64,2017-11-13 06:56:00,2017-11-13 11:56:00,2017-11-13 06:27:00,2017-11-13 11:27:00,00:29:00,CRJ9,Delta,JFK,New York,1.0,United States,-7.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,Economy,2017-11-13 00:00:00,PHL,Philadelphia,United States,27.0,39.87189865,-75.2410965,Philadelphia International Airport,America/New_York,93.7090169316403,Domestic,29.0,DL3854,N936XJ,2017-11-13 07:03:00,2017-11-13 12:03:00,2017-11-13 06:00:00,2017-11-13 11:00:00,01:03:00,,FlightStats,,2017-11-12 14:10:00,0 days 21:17:00
65,2017-11-13 10:06:00,2017-11-13 15:06:00,2017-11-13 09:25:00,2017-11-13 14:25:00,00:41:00,CRJ9,Delta,BOS,Boston,,United States,-18.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2017-11-13 00:00:00,JFK,New York,United States,25.0,40.63980103,-73.77890015,John F Kennedy International Airport,America/New_York,186.71887076435908,Domestic,41.0,DL4010,N907XJ,2017-11-13 10:24:00,2017-11-13 15:24:00,2017-11-13 09:00:00,2017-11-13 14:00:00,01:24:00,,FlightStats,,2017-11-13 11:56:00,0 days 02:29:00
66,2017-11-22 20:33:00,2017-11-23 01:33:00,2017-11-22 19:02:00,2017-11-23 00:02:00,01:32:00,B752,Delta,DTW,Detroit,,United States,-27.0,42.21239853,-83.35340118,Detroit Metropolitan Wayne County Airport,America/Detroit,Economy,2017-11-22 00:00:00,BOS,Boston,United States,17.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,632.3510396011229,Domestic,92.0,DL753,N671DN,2017-11-22 21:00:00,2017-11-23 02:00:00,2017-11-22 18:45:00,2017-11-22 23:45:00,02:15:00,,FlightStats,,2017-11-13 15:06:00,9 days 08:56:00
67,2017-11-26 17:38:00,2017-11-26 22:38:00,2017-11-26 16:15:00,2017-11-26 21:15:00,01:23:00,A320,Delta,BOS,Boston,,United States,-19.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2017-11-26 00:00:00,DTW,Detroit,United States,15.0,42.21239853,-83.35340118,Detroit Metropolitan Wayne County Airport,America/Detroit,632.3510396011229,Domestic,83.0,DL1145,N319US,2017-11-26 17:57:00,2017-11-26 22:57:00,2017-11-26 16:00:00,2017-11-26 21:00:00,01:57:00,,FlightStats,,2017-11-23 01:33:00,3 days 19:42:00
68,2017-12-19 20:43:00,2017-12-20 01:43:00,2017-12-19 19:42:00,2017-12-20 00:42:00,01:02:00,B739,United,EWR,Newark,1.0,United States,5.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Recliner First,2017-12-19 00:00:00,BOS,Boston,United States,37.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,62.0,UA2047,N68817,2017-12-19 20:38:00,2017-12-20 01:38:00,2017-12-19 19:05:00,2017-12-20 00:05:00,01:33:00,,FlightStats,,2017-11-26 22:38:00,23 days 02:04:00
69,2017-12-21 14:09:00,2017-12-21 06:09:00,2017-12-20 12:15:00,2017-12-20 17:15:00,12:54:00,B772,United,PEK,Beijing,,China,-51.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Lie-flat Business,2017-12-20 00:00:00,EWR,Newark,United States,15.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,6830.922823928072,International,774.0,UA89,N74007,2017-12-21 15:00:00,2017-12-21 07:00:00,2017-12-20 12:00:00,2017-12-20 17:00:00,14:00:00,4K,FlightStats,,2017-12-20 01:43:00,0 days 15:32:00
70,2017-12-30 22:47:00,2017-12-30 14:47:00,2017-12-30 16:57:00,2017-12-30 08:57:00,05:50:00,A388,Singapore,SIN,Singapore,,Singapore,-33.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,Lie-flat Business,2017-12-30 00:00:00,PEK,Beijing,China,17.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,2780.3004396001165,International,350.0,SQ807,9VSKK,2017-12-30 23:20:00,2017-12-30 15:20:00,2017-12-30 16:40:00,2017-12-30 08:40:00,06:40:00,,FlightStats,,2017-12-20 06:09:00,10 days 02:48:00
71,2018-01-07 08:29:00,2018-01-07 16:29:00,2018-01-07 10:20:00,2018-01-07 02:20:00,14:09:00,B789,United,SFO,San Francisco,1.0,United States,-11.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,Lie-flat Business,2018-01-07 00:00:00,SIN,Singapore,Singapore,20.0,1.35019,103.994003,Singapore Changi Airport,Asia/Singapore,8446.305237851386,International,849.0,UA2,N38955,2018-01-07 08:40:00,2018-01-07 16:40:00,2018-01-07 10:00:00,2018-01-07 02:00:00,14:40:00,4B,FlightStats,,2017-12-30 14:47:00,7 days 11:33:00
72,2018-01-07 19:35:00,2018-01-08 00:35:00,2018-01-07 11:32:00,2018-01-07 19:32:00,05:03:00,B752,United,BOS,Boston,,United States,-10.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Lie-flat Business,2018-01-07 00:00:00,SFO,San Francisco,United States,27.0,37.61899948,-122.375,San Francisco International Airport,America/Los_Angeles,2704.1178149321436,Domestic,303.0,UA1865,N587UA,2018-01-07 19:45:00,2018-01-08 00:45:00,2018-01-07 11:05:00,2018-01-07 19:05:00,05:40:00,2B,FlightStats,,2018-01-07 16:29:00,0 days 03:03:00
73,2018-03-23 18:52:00,2018-03-23 10:52:00,2018-03-22 16:49:00,2018-03-22 20:49:00,14:03:00,B788,Hainan,PVG,Shanghai,,China,-28.0,31.14340019,121.8050003,Shanghai Pudong International Airport,Asia/Shanghai,Economy,2018-03-22 00:00:00,BOS,Boston,United States,14.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,7307.683803003921,International,843.0,HU7962,B2750,2018-03-23 19:20:00,2018-03-23 11:20:00,2018-03-22 16:35:00,2018-03-22 20:35:00,14:45:00,,FlightStats,,2018-01-08 00:35:00,73 days 20:14:00
74,2018-03-29 14:54:00,2018-03-29 18:54:00,2018-03-29 12:51:00,2018-03-29 04:51:00,14:03:00,B789,Hainan,BOS,Boston,,United States,19.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2018-03-29 00:00:00,PVG,Shanghai,China,26.0,31.14340019,121.8050003,Shanghai Pudong International Airport,Asia/Shanghai,7307.683803003921,International,843.0,HU7961,B7835,2018-03-29 14:35:00,2018-03-29 18:35:00,2018-03-29 12:25:00,2018-03-29 04:25:00,14:10:00,,FlightStats,,2018-03-22 10:52:00,6 days 17:59:00
75,2018-04-01 04:08:00,2018-04-01 04:08:00,2018-03-31 19:25:00,2018-03-31 23:25:00,04:43:00,A321,Wow,KEF,Keflavik,,Iceland,-22.0,63.98500061,-22.60560036,Keflavik International Airport,Atlantic/Reykjavik,Economy,2018-03-31 00:00:00,BOS,Boston,United States,25.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,2412.8518850704672,International,283.0,WW126,TFKID,2018-04-01 04:30:00,2018-04-01 04:30:00,2018-03-31 19:00:00,2018-03-31 23:00:00,05:30:00,,FlightStats,,2018-03-29 18:54:00,2 days 04:31:00
76,2018-04-02 18:35:00,2018-04-02 22:35:00,2018-04-02 17:31:00,2018-04-02 17:31:00,05:04:00,A321,Wow,BOS,Boston,,United States,60.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2018-04-02 00:00:00,KEF,Keflavik,Iceland,121.0,63.98500061,-22.60560036,Keflavik International Airport,Atlantic/Reykjavik,2412.8518850704672,International,304.0,WW125,TFMOM,2018-04-02 17:35:00,2018-04-02 21:35:00,2018-04-02 15:30:00,2018-04-02 15:30:00,06:05:00,,FlightStats,,2018-03-31 04:08:00,2 days 13:23:00
77,2018-05-27 05:47:00,2018-05-27 04:47:00,2018-05-26 18:57:00,2018-05-26 22:57:00,05:50:00,A332,TAP,LIS,Lisbon,1.0,Portugal,-18.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,Economy,2018-05-26 00:00:00,BOS,Boston,United States,17.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,3191.9508472688613,International,350.0,TP218,CSTON,2018-05-27 06:05:00,2018-05-27 05:05:00,2018-05-26 18:40:00,2018-05-26 22:40:00,06:25:00,,FlightStats,,2018-04-02 22:35:00,54 days 00:22:00
78,2018-05-27 11:47:00,2018-05-27 09:47:00,2018-05-27 09:56:00,2018-05-27 08:56:00,00:51:00,A319,TAP,MAD,Madrid,,Spain,22.0,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport,Europe/Madrid,Economy,2018-05-27 00:00:00,LIS,Lisbon,Portugal,41.0,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport),Europe/Lisbon,319.3129319595128,International,51.0,TP1016,CSTTF,2018-05-27 11:25:00,2018-05-27 09:25:00,2018-05-27 09:15:00,2018-05-27 08:15:00,01:10:00,,FlightStats,,2018-05-26 04:47:00,1 days 04:09:00
79,2018-05-28 14:18:00,2018-05-28 12:18:00,2018-05-28 13:03:00,2018-05-28 11:03:00,01:15:00,A320,Vueling,BCN,Barcelona,,Spain,53.0,41.2971,2.07846,Barcelona International Airport,Europe/Madrid,Economy,2018-05-28 00:00:00,VLL,Valladolid,Spain,58.0,41.70610046,-4.851940155,Valladolid Airport,Europe/Madrid,360.56257603012074,Domestic,75.0,VY1585,ECKDT,2018-05-28 13:25:00,2018-05-28 11:25:00,2018-05-28 12:05:00,2018-05-28 10:05:00,01:20:00,,FlightStats,,2018-05-27 09:47:00,1 days 01:16:00
80,2018-05-30 15:31:00,2018-05-30 13:31:00,2018-05-30 13:57:00,2018-05-30 11:57:00,01:34:00,E190,Lufthansa,MUC,Munich,1.0,Germany,-14.0,48.353802,11.7861,Munich Airport,Europe/Berlin,Economy,2018-05-30 00:00:00,BCN,Barcelona,Spain,12.0,41.2971,2.07846,Barcelona International Airport,Europe/Madrid,680.8844569111615,International,94.0,LH2657,IADJQ,2018-05-30 15:45:00,2018-05-30 13:45:00,2018-05-30 13:45:00,2018-05-30 11:45:00,02:00:00,,FlightStats,,2018-05-28 12:18:00,1 days 23:39:00
81,2018-05-31 10:46:00,2018-05-31 02:46:00,2018-05-30 19:54:00,2018-05-30 17:54:00,08:52:00,A388,Lufthansa,PEK,Beijing,,China,11.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2018-05-30 00:00:00,MUC,Munich,Germany,39.0,48.353802,11.7861,Munich Airport,Europe/Berlin,4810.3092335053425,International,532.0,LH722,DAIMG,2018-05-31 10:35:00,2018-05-31 02:35:00,2018-05-30 19:15:00,2018-05-30 17:15:00,09:20:00,,FlightStats,,2018-05-30 13:31:00,0 days 04:23:00
82,2018-06-02 10:27:00,2018-06-02 02:27:00,2018-06-02 08:46:00,2018-06-02 00:46:00,01:41:00,B788,Xiamen,HGH,Hangzhou,,China,-23.0,30.22949982,120.4339981,Hangzhou Xiaoshan International Airport,Asia/Shanghai,Economy,2018-06-02 00:00:00,PEK,Beijing,China,11.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,712.9770375353035,Domestic,101.0,MF8150,B2760,2018-06-02 10:50:00,2018-06-02 02:50:00,2018-06-02 08:35:00,2018-06-02 00:35:00,02:15:00,,FlightStats,,2018-05-30 02:46:00,2 days 22:00:00
83,2018-06-02 23:13:00,2018-06-02 15:13:00,2018-06-02 21:29:00,2018-06-02 13:29:00,01:44:00,B789,Hainan,PEK,Beijing,,China,-7.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,Economy,2018-06-02 00:00:00,HGH,Hangzhou,China,24.0,30.22949982,120.4339981,Hangzhou Xiaoshan International Airport,Asia/Shanghai,712.9770375353035,Domestic,104.0,HU7178,B7302,2018-06-02 23:20:00,2018-06-02 15:20:00,2018-06-02 21:05:00,2018-06-02 13:05:00,02:15:00,,FlightStats,,2018-06-02 02:27:00,0 days 11:02:00
84,2018-06-07 19:42:00,2018-06-07 23:42:00,2018-06-07 18:57:00,2018-06-07 10:57:00,12:55:00,B788,United,IAD,Washington,1.0,United States,-8.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,Economy,2018-06-07 00:00:00,PEK,Beijing,China,32.0,40.08010101,116.5849991,Beijing Capital International Airport,Asia/Shanghai,6920.750901232862,International,775.0,UA808,N29907,2018-06-07 19:50:00,2018-06-07 23:50:00,2018-06-07 18:25:00,2018-06-07 10:25:00,13:25:00,16L,FlightStats,,2018-06-02 15:13:00,4 days 19:44:00
85,2018-06-07 23:59:00,2018-06-08 03:59:00,2018-06-07 22:52:00,2018-06-08 02:52:00,01:07:00,B739,United,BOS,Boston,,United States,0.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,Economy,2018-06-07 00:00:00,IAD,Washington,United States,28.0,38.94449997,-77.45580292,Washington Dulles International Airport,America/New_York,412.8361906212218,Domestic,67.0,UA352,N53442,2018-06-07 23:59:00,2018-06-08 03:59:00,2018-06-07 22:24:00,2018-06-08 02:24:00,01:35:00,7F,FlightStats,,2018-06-07 23:42:00,0 days 03:10:00
86,2018-10-03 10:44:00,2018-10-03 14:44:00,2018-10-03 09:54:00,2018-10-03 13:54:00,00:50:00,B739,United,EWR,Newark,1.0,United States,-18.0,40.69250107,-74.16870117,Newark Liberty International Airport,America/New_York,Economy,2018-10-03 00:00:00,BOS,Boston,United States,9.0,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport,America/New_York,200.54071928173732,Domestic,50.0,UA1928,N37468,2018-10-03 11:02:00,2018-10-03 15:02:00,2018-10-03 09:45:00,2018-10-03 13:45:00,,9A,Flightradar24,,2018-06-08 03:59:00,117 days 09:55:00
